codigo_alimento,descricao_alimento,codigo_preparacao,descricao_preparacao,codigo_medida,descricao_medida,codigo_medida_referencia,descricao_medida_referencia,quantidade_g,codigo_fonte,descricao_fonte,preparacao_normalizada,medida_caseira
6704101,CHUCHU,1,CRU(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,cru,True
6704101,CHUCHU,1,CRU(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,cru,True
6704101,CHUCHU,1,CRU(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,cru,True
6704101,CHUCHU,1,CRU(A),32,FATIA,16.0,COLHER DE SOPA,30.0,1.0,Chuchu cozido - pedaço médio,cru,True
6704101,CHUCHU,1,CRU(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cru,False
6704101,CHUCHU,1,CRU(A),81,PEDACO,16.0,COLHER DE SOPA,30.0,1.0,Chuchu cozido - pedaço,cru,True
6704101,CHUCHU,1,CRU(A),82,PEGADOR,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,cru,True
6704101,CHUCHU,1,CRU(A),87,PORCAO,16.0,COLHER DE SOPA,57.0,2.0,Chuchu cozido - porção Guia Alimentar,cru,True
6704101,CHUCHU,1,CRU(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cru,False
6704101,CHUCHU,1,CRU(A),103,UNIDADE,16.0,COLHER DE SOPA,230.0,1.0,Chuchu cozido - unidade média,cru,True
6704101,CHUCHU,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,10.0,1.0,Chuchu cozido - 1/2 colher de sopa cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),17,CONCHA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),32,FATIA,16.0,COLHER DE SOPA,30.0,1.0,Chuchu cozido - pedaço médio,cozido,True
6704101,CHUCHU,2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704101,CHUCHU,2,CROZIDO(A),78,METADE,16.0,COLHER DE SOPA,115.0,1.0,Chuchu cozido - 1/2 unidade média,cozido,True
6704101,CHUCHU,2,CROZIDO(A),81,PEDACO,16.0,COLHER DE SOPA,30.0,1.0,Chuchu cozido - pedaço,cozido,True
6704101,CHUCHU,2,CROZIDO(A),82,PEGADOR,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,57.0,2.0,Chuchu cozido - porção Guia Alimentar,cozido,True
6704101,CHUCHU,2,CROZIDO(A),93,PRATO RASO,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704101,CHUCHU,2,CROZIDO(A),96,RODELA,16.0,COLHER DE SOPA,15.0,1.0,Chuchu cozido - pedaço pequeno,cozido,True
6704101,CHUCHU,2,CROZIDO(A),102,TIGELA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,cozido,True
6704101,CHUCHU,2,CROZIDO(A),103,UNIDADE,16.0,COLHER DE SOPA,230.0,1.0,Chuchu cozido - unidade média,cozido,True
6704101,CHUCHU,2,CROZIDO(A),104,UNIDADE PEQUENA,16.0,COLHER DE SOPA,145.0,1.0,Chuchu cozido - unidade pequena,cozido,True
6704101,CHUCHU,4,ASSADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,assado,True
6704101,CHUCHU,4,ASSADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,assado,False
6704101,CHUCHU,4,ASSADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,assado,False
6704101,CHUCHU,7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,12.5,1.0,Chuchu refogado - 1/2 colher de sopa cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),17,CONCHA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,refogado,False
6704101,CHUCHU,7,REFOGADO(A),85,PIRES,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),87,PORCAO,16.0,COLHER DE SOPA,57.0,2.0,Chuchu cozido - porção Guia Alimentar,refogado,True
6704101,CHUCHU,7,REFOGADO(A),91,PRATO DE SOBREMESA,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,refogado,True
6704101,CHUCHU,7,REFOGADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,refogado,False
6704101,CHUCHU,7,REFOGADO(A),103,UNIDADE,16.0,COLHER DE SOPA,230.0,1.0,Chuchu cozido - unidade média,refogado,True
6704101,CHUCHU,8,MOLHO VERMELHO,15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,10.0,1.0,Chuchu cozido - 1/2 colher de sopa cheia,molho vermelho,True
6704101,CHUCHU,8,MOLHO VERMELHO,16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,molho vermelho,True
6704101,CHUCHU,8,MOLHO VERMELHO,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,molho vermelho,False
6704101,CHUCHU,8,MOLHO VERMELHO,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,molho vermelho,False
6704101,CHUCHU,10,AO ALHO E OLEO,32,FATIA,32.0,FATIA,30.0,1.0,Chuchu cozido - pedaço médio,alho e oleo,True
6704101,CHUCHU,10,AO ALHO E OLEO,68,GRAMA,32.0,FATIA,1.0,15.0,Grama,alho e oleo,False
6704101,CHUCHU,10,AO ALHO E OLEO,94,QUILO,32.0,FATIA,1000.0,15.0,Quilo,alho e oleo,False
6704101,CHUCHU,12,AO VINAGRETE,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,45.0,1.0,Chuchu cozido - colher de arroz cheia,vinagrete,True
6704101,CHUCHU,12,AO VINAGRETE,16,COLHER DE SOPA,12.0,COLHER DE ARROZ/SERVIR,20.0,1.0,Chuchu cozido - colher de sopa cheia,vinagrete,True
6704101,CHUCHU,12,AO VINAGRETE,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,vinagrete,False
6704101,CHUCHU,12,AO VINAGRETE,82,PEGADOR,12.0,COLHER DE ARROZ/SERVIR,20.0,1.0,Chuchu cozido - colher de sopa cheia,vinagrete,True
6704101,CHUCHU,12,AO VINAGRETE,87,PORCAO,12.0,COLHER DE ARROZ/SERVIR,57.0,2.0,Chuchu cozido - porção Guia Alimentar,vinagrete,True
6704101,CHUCHU,12,AO VINAGRETE,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,vinagrete,False
6704101,CHUCHU,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,45.0,1.0,Chuchu cozido - colher de arroz cheia,ensopado,True
6704101,CHUCHU,13,ENSOPADO,16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,ensopado,True
6704101,CHUCHU,13,ENSOPADO,17,CONCHA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,ensopado,True
6704101,CHUCHU,13,ENSOPADO,26,CUMBUCA,16.0,COLHER DE SOPA,110.0,1.0,Chuchu cozido - escumadeira média cheia,ensopado,True
6704101,CHUCHU,13,ENSOPADO,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,ensopado,False
6704101,CHUCHU,13,ENSOPADO,81,PEDACO,16.0,COLHER DE SOPA,30.0,1.0,Chuchu cozido - pedaço,ensopado,True
6704101,CHUCHU,13,ENSOPADO,87,PORCAO,16.0,COLHER DE SOPA,57.0,2.0,Chuchu cozido - porção Guia Alimentar,ensopado,True
6704101,CHUCHU,13,ENSOPADO,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,ensopado,False
6704101,CHUCHU,13,ENSOPADO,103,UNIDADE,16.0,COLHER DE SOPA,230.0,1.0,Chuchu cozido - unidade média,ensopado,True
6704101,CHUCHU,15,SOPA,16,COLHER DE SOPA,16.0,COLHER DE SOPA,20.0,1.0,Chuchu cozido - colher de sopa cheia,sopa,True
6704101,CHUCHU,15,SOPA,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,sopa,False
6704101,CHUCHU,15,SOPA,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,sopa,False
6704201,JILO,1,CRU(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,95.0,1.0,Jiló - colher de arroz cheia,cru,True
6704201,JILO,1,CRU(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,60.0,1.0,Jiló cozido - colher de sopa cheia,cru,True
6704201,JILO,1,CRU(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cru,False
6704201,JILO,1,CRU(A),82,PEGADOR,16.0,COLHER DE SOPA,60.0,1.0,Jiló cozido - colher de sopa cheia,cru,True
6704201,JILO,1,CRU(A),87,PORCAO,16.0,COLHER DE SOPA,40.0,2.0,Jiló cozido - porção Guia Alimentar,cru,True
6704201,JILO,1,CRU(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cru,False
6704201,JILO,1,CRU(A),103,UNIDADE,16.0,COLHER DE SOPA,26.0,1.0,Jiló cozido - unidade média,cru,True
6704201,JILO,2,CROZIDO(A),3,BANDA,16.0,COLHER DE SOPA,13.0,1.0,Jiló refogado - 1/2 unidade média,cozido,True
6704201,JILO,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,95.0,1.0,Jiló - colher de arroz cheia,cozido,True
6704201,JILO,2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,60.0,1.0,Jiló cozido - colher de sopa cheia,cozido,True
6704201,JILO,2,CROZIDO(A),17,CONCHA,16.0,COLHER DE SOPA,110.0,1.0,Jiló - escumadeira média cheia,cozido,True
6704201,JILO,2,CROZIDO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,110.0,1.0,Jiló - escumadeira média cheia,cozido,True
6704201,JILO,2,CROZIDO(A),32,FATIA,16.0,COLHER DE SOPA,13.0,1.0,Jiló - 1/2 unidade média,cozido,True
6704201,JILO,2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704201,JILO,2,CROZIDO(A),81,PEDACO,16.0,COLHER DE SOPA,13.0,1.0,Jiló - 1/2 unidade média,cozido,True
6704201,JILO,2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,40.0,2.0,Jiló cozido - porção Guia Alimentar,cozido,True
6704201,JILO,2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704201,JILO,2,CROZIDO(A),96,RODELA,16.0,COLHER DE SOPA,13.0,1.0,Jiló - 1/2 unidade média,cozido,True
6704201,JILO,2,CROZIDO(A),103,UNIDADE,16.0,COLHER DE SOPA,26.0,1.0,Jiló cozido - unidade média,cozido,True
6704201,JILO,4,ASSADO(A),68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,assado,False
6704201,JILO,4,ASSADO(A),87,PORCAO,87.0,PORCAO,40.0,2.0,Jiló cozido - porção Guia Alimentar,assado,True
6704201,JILO,4,ASSADO(A),94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,assado,False
6704201,JILO,5,FRITO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,95.0,1.0,Jiló cozido - colher de arroz cheia,frito,True
6704201,JILO,5,FRITO(A),14,COLHER DE CHA,16.0,COLHER DE SOPA,15.0,1.0,Jiló cozido - 1/4 colher de sopa cheia,frito,True
6704201,JILO,5,FRITO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,60.0,1.0,Jiló cozido - colher de sopa cheia,frito,True
6704201,JILO,5,FRITO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,frito,False
6704201,JILO,5,FRITO(A),87,PORCAO,16.0,COLHER DE SOPA,40.0,2.0,Jiló cozido - porção Guia Alimentar,frito,True
6704201,JILO,5,FRITO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,frito,False
6704201,JILO,5,FRITO(A),96,RODELA,16.0,COLHER DE SOPA,13.0,1.0,Jiló cozido - 1/2 unidade média,frito,True
6704201,JILO,5,FRITO(A),103,UNIDADE,16.0,COLHER DE SOPA,30.0,1.0,Jiló frito - unidade,frito,True
6704201,JILO,7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,95.0,1.0,Jiló - colher de arroz cheia,refogado,True
6704201,JILO,7,REFOGADO(A),15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,30.0,1.0,Jiló cozido - 1/2 colher de sopa cheia,refogado,True
6704201,JILO,7,REFOGADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,60.0,1.0,Jiló cozido - colher de sopa cheia,refogado,True
6704201,JILO,7,REFOGADO(A),17,CONCHA,16.0,COLHER DE SOPA,110.0,1.0,Jiló - escumadeira média cheia,refogado,True
6704201,JILO,7,REFOGADO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,110.0,1.0,Jiló - escumadeira média cheia,refogado,True
6704201,JILO,7,REFOGADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,refogado,False
6704201,JILO,7,REFOGADO(A),87,PORCAO,16.0,COLHER DE SOPA,40.0,2.0,Jiló cozido - porção Guia Alimentar,refogado,True
6704201,JILO,7,REFOGADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,refogado,False
6704201,JILO,7,REFOGADO(A),96,RODELA,16.0,COLHER DE SOPA,13.0,1.0,Jiló - 1/2 unidade média,refogado,True
6704201,JILO,7,REFOGADO(A),103,UNIDADE,16.0,COLHER DE SOPA,26.0,1.0,Jiló cozido - unidade média,refogado,True
6704201,JILO,7,REFOGADO(A),104,UNIDADE PEQUENA,16.0,COLHER DE SOPA,18.0,1.0,Jiló - unidade pequena,refogado,True
6704201,JILO,11,COM MANTEIGA/OLEO,68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,manteiga ou oleo,False
6704201,JILO,11,COM MANTEIGA/OLEO,87,PORCAO,87.0,PORCAO,40.0,2.0,Jiló cozido - porção Guia Alimentar,manteiga ou oleo,True
6704201,JILO,11,COM MANTEIGA/OLEO,94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,manteiga ou oleo,False
6704201,JILO,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,95.0,1.0,Jiló - colher de arroz cheia,ensopado,True
6704201,JILO,13,ENSOPADO,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,ensopado,False
6704201,JILO,13,ENSOPADO,87,PORCAO,12.0,COLHER DE ARROZ/SERVIR,40.0,2.0,Jiló cozido - porção Guia Alimentar,ensopado,True
6704201,JILO,13,ENSOPADO,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,ensopado,False
6704201,JILO,99,NAO SE APLICA,68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,,False
6704201,JILO,99,NAO SE APLICA,87,PORCAO,87.0,PORCAO,40.0,2.0,Jiló cozido - porção Guia Alimentar,,True
6704201,JILO,99,NAO SE APLICA,94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,,False
6704301,MAXIXE,1,CRU(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,40.0,1.0,Maxixe cozido - colher de sopa cheia,cru,True
6704301,MAXIXE,1,CRU(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cru,False
6704301,MAXIXE,1,CRU(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cru,False
6704301,MAXIXE,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,75.0,1.0,Maxixe cozido - colher de arroz cheia,cozido,True
6704301,MAXIXE,2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,40.0,1.0,Maxixe cozido - colher de sopa cheia,cozido,True
6704301,MAXIXE,2,CROZIDO(A),17,CONCHA,16.0,COLHER DE SOPA,130.0,1.0,Maxixe cozido - escumadeira média cheia,cozido,True
6704301,MAXIXE,2,CROZIDO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,130.0,1.0,Maxixe cozido - escumadeira média cheia,cozido,True
6704301,MAXIXE,2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704301,MAXIXE,2,CROZIDO(A),81,PEDACO,16.0,COLHER DE SOPA,12.5,9.0,Maxixe - 1/2 unidade média,cozido,True
6704301,MAXIXE,2,CROZIDO(A),82,PEGADOR,16.0,COLHER DE SOPA,40.0,1.0,Maxixe cozido - colher de sopa cheia,cozido,True
6704301,MAXIXE,2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,40.0,2.0,Jiló cozido - porção Guia Alimentar,cozido,True
6704301,MAXIXE,2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704301,MAXIXE,2,CROZIDO(A),103,UNIDADE,16.0,COLHER DE SOPA,25.0,9.0,Maxixe - unidade média,cozido,True
6704301,MAXIXE,7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,75.0,1.0,Maxixe cozido - colher de arroz cheia,refogado,True
6704301,MAXIXE,7,REFOGADO(A),16,COLHER DE SOPA,12.0,COLHER DE ARROZ/SERVIR,40.0,1.0,Maxixe cozido - colher de sopa cheia,refogado,True
6704301,MAXIXE,7,REFOGADO(A),28,ESCUMADEIRA,12.0,COLHER DE ARROZ/SERVIR,130.0,1.0,Maxixe cozido - escumadeira média cheia,refogado,True
6704301,MAXIXE,7,REFOGADO(A),68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,refogado,False
6704301,MAXIXE,7,REFOGADO(A),94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,refogado,False
6704301,MAXIXE,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,75.0,1.0,Maxixe cozido - colher de arroz cheia,ensopado,True
6704301,MAXIXE,13,ENSOPADO,17,CONCHA,12.0,COLHER DE ARROZ/SERVIR,130.0,1.0,Maxixe cozido - escumadeira média cheia,ensopado,True
6704301,MAXIXE,13,ENSOPADO,28,ESCUMADEIRA,12.0,COLHER DE ARROZ/SERVIR,130.0,1.0,Maxixe cozido - escumadeira média cheia,ensopado,True
6704301,MAXIXE,13,ENSOPADO,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,ensopado,False
6704301,MAXIXE,13,ENSOPADO,87,PORCAO,12.0,COLHER DE ARROZ/SERVIR,40.0,2.0,Jiló cozido - porção Guia Alimentar,ensopado,True
6704301,MAXIXE,13,ENSOPADO,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,ensopado,False
6704306,PEPININHO (MAXIXE),2,CROZIDO(A),68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,cozido,False
6704306,PEPININHO (MAXIXE),2,CROZIDO(A),87,PORCAO,87.0,PORCAO,40.0,2.0,Jiló cozido - porção Guia Alimentar,cozido,True
6704306,PEPININHO (MAXIXE),2,CROZIDO(A),94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,cozido,False
6704306,PEPININHO (MAXIXE),12,AO VINAGRETE,68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,vinagrete,False
6704306,PEPININHO (MAXIXE),12,AO VINAGRETE,87,PORCAO,87.0,PORCAO,40.0,2.0,Jiló cozido - porção Guia Alimentar,vinagrete,True
6704306,PEPININHO (MAXIXE),12,AO VINAGRETE,94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,vinagrete,False
6704306,PEPININHO (MAXIXE),12,AO VINAGRETE,103,UNIDADE,87.0,PORCAO,25.0,9.0,Maxixe - unidade média,vinagrete,True
6704306,PEPININHO (MAXIXE),12,AO VINAGRETE,104,UNIDADE PEQUENA,87.0,PORCAO,18.8,9.0,Maxixe - 75% unidade média,vinagrete,True
6704401,PALMITO IN NATURA,1,CRU(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,cru,True
6704401,PALMITO IN NATURA,1,CRU(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cru,False
6704401,PALMITO IN NATURA,1,CRU(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cru,False
6704401,PALMITO IN NATURA,2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,cozido,True
6704401,PALMITO IN NATURA,2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704401,PALMITO IN NATURA,2,CROZIDO(A),82,PEGADOR,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,cozido,True
6704401,PALMITO IN NATURA,2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,30.0,1.0,Palmito em conserva - 2 colher de sopa rasa picado,cozido,True
6704401,PALMITO IN NATURA,2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704401,PALMITO IN NATURA,7,REFOGADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,refogado,True
6704401,PALMITO IN NATURA,7,REFOGADO(A),17,CONCHA,16.0,COLHER DE SOPA,60.0,1.0,Palmito em conserva - 4 colheres de sopa rasa picado,refogado,True
6704401,PALMITO IN NATURA,7,REFOGADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,refogado,False
6704401,PALMITO IN NATURA,7,REFOGADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,refogado,False
6704401,PALMITO IN NATURA,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,30.0,1.0,Palmito em conserva - 2 colheres de sopa rasas picado,ensopado,True
6704401,PALMITO IN NATURA,13,ENSOPADO,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,ensopado,False
6704401,PALMITO IN NATURA,13,ENSOPADO,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,ensopado,False
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,30.0,1.0,Palmito em conserva - 2 colher de sopa rasas picado,cozido,True
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,cozido,True
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),17,CONCHA,16.0,COLHER DE SOPA,60.0,1.0,Palmito em conserva - 4 colheres de sopa rasa picado,cozido,True
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,30.0,2.0,Palmito em conserva - 2 colher de sopa rasa picado,cozido,True
6704409,GUARIROBA (PALMITO IN NATURA),2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704409,GUARIROBA (PALMITO IN NATURA),7,REFOGADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,refogado,True
6704409,GUARIROBA (PALMITO IN NATURA),7,REFOGADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,refogado,False
6704409,GUARIROBA (PALMITO IN NATURA),7,REFOGADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,refogado,False
6704409,GUARIROBA (PALMITO IN NATURA),8,MOLHO VERMELHO,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,30.0,1.0,Palmito em conserva - 2 colheres de sopa rasas picado,molho vermelho,True
6704409,GUARIROBA (PALMITO IN NATURA),8,MOLHO VERMELHO,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,molho vermelho,False
6704409,GUARIROBA (PALMITO IN NATURA),8,MOLHO VERMELHO,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,molho vermelho,False
6704410,GUEIROBA (PALMITO IN NATURA),2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,15.0,1.0,Palmito em conserva - colher de sopa rasa picado,cozido,True
6704410,GUEIROBA (PALMITO IN NATURA),2,CROZIDO(A),17,CONCHA,16.0,COLHER DE SOPA,60.0,1.0,Palmito em conserva - 4 colheres de sopa rasa picado,cozido,True
6704410,GUEIROBA (PALMITO IN NATURA),2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6704410,GUEIROBA (PALMITO IN NATURA),2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6704410,GUEIROBA (PALMITO IN NATURA),7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,30.0,1.0,Palmito em conserva - 2 colher de sopa rasas picado,refogado,True
