codigo_alimento,descricao_alimento,codigo_preparacao,descricao_preparacao,codigo_medida,descricao_medida,codigo_medida_referencia,descricao_medida_referencia,quantidade_g,codigo_fonte,descricao_fonte,preparacao_normalizada,medida_caseira
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,9,CANECA,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,10,CANECO,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,45.0,1.0,Arroz cozido - colher de arroz cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,13,COLHER DE CAFE,12.0,COLHER DE ARROZ/SERVIR,3.1,1.0,Arroz cozido - 1/8 colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,14,COLHER DE CHA,12.0,COLHER DE ARROZ/SERVIR,6.3,1.0,Arroz cozido - 1/4 colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,15,COLHER DE SOBREMESA,12.0,COLHER DE ARROZ/SERVIR,12.5,1.0,Arroz cozido - 1/2 colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,16,COLHER DE SOPA,12.0,COLHER DE ARROZ/SERVIR,25.0,1.0,Arroz cozido - colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,17,CONCHA,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz cozido - concha média cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,18,COPO AMERICANO,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,21,COPO GRANDE,12.0,COLHER DE ARROZ/SERVIR,200.0,1.0,Arroz cozido - prato fundo cheio,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,22,COPO MEDIO,12.0,COLHER DE ARROZ/SERVIR,200.0,1.0,Arroz cozido - prato fundo cheio,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,28,ESCUMADEIRA,12.0,COLHER DE ARROZ/SERVIR,85.0,1.0,Arroz cozido - escumadeira média cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,35,GARFADA,12.0,COLHER DE ARROZ/SERVIR,25.0,1.0,Arroz cozido - colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,,False
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,82,PEGADOR,12.0,COLHER DE ARROZ/SERVIR,25.0,1.0,Arroz cozido - colher de sopa cheia,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,87,PORCAO,12.0,COLHER DE ARROZ/SERVIR,125.0,2.0,Arroz branco cozido - porção Guia Alimentar,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,90,POTE,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,91,PRATO DE SOBREMESA,12.0,COLHER DE ARROZ/SERVIR,50.0,1.0,Arroz - 1/2 prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,92,PRATO FUNDO,12.0,COLHER DE ARROZ/SERVIR,200.0,1.0,Arroz cozido - prato fundo cheio,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,93,PRATO RASO,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,,False
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,102,TIGELA,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,106,XICARA DE CHA,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,9,CANECA,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,12.0,COLHER DE ARROZ/SERVIR,63.0,1.0,Arroz integral cozido - colher de arroz cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,14,COLHER DE CHA,12.0,COLHER DE ARROZ/SERVIR,5.0,1.0,Arroz integral cozido - 1/4 colher de sopa cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,15,COLHER DE SOBREMESA,12.0,COLHER DE ARROZ/SERVIR,10.0,1.0,Arroz integral cozido - 1/2 colher de sopa cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,16,COLHER DE SOPA,12.0,COLHER DE ARROZ/SERVIR,20.0,1.0,Arroz integral cozido - colher de sopa cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,17,CONCHA,12.0,COLHER DE ARROZ/SERVIR,117.0,1.0,Arroz integral cozido - concha média cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,28,ESCUMADEIRA,12.0,COLHER DE ARROZ/SERVIR,59.0,1.0,Arroz integral cozido - escumadeira média cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,68,GRAMA,12.0,COLHER DE ARROZ/SERVIR,1.0,15.0,Grama,,False
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,82,PEGADOR,12.0,COLHER DE ARROZ/SERVIR,20.0,1.0,Arroz integral cozido - colher de sopa cheia,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,87,PORCAO,12.0,COLHER DE ARROZ/SERVIR,198.0,2.0,Arroz integral cozido - porção Guia Alimentar,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,91,PRATO DE SOBREMESA,12.0,COLHER DE ARROZ/SERVIR,50.0,1.0,Arroz - 1/2 prato fundo raso,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,92,PRATO FUNDO,12.0,COLHER DE ARROZ/SERVIR,200.0,1.0,Arroz cozido - prato fundo cheio,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,93,PRATO RASO,12.0,COLHER DE ARROZ/SERVIR,100.0,1.0,Arroz - prato fundo raso,,True
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,94,QUILO,12.0,COLHER DE ARROZ/SERVIR,1000.0,15.0,Quilo,,False
6300701,MILHO EM GRAO,1,CRU(A),15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,17.0,1.0,Milho verde enlatado - colher de sobremesa cheia,cru,True
6300701,MILHO EM GRAO,1,CRU(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,24.0,1.0,Milho verde enlatado - colher de sopa cheia,cru,True
6300701,MILHO EM GRAO,1,CRU(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cru,False
6300701,MILHO EM GRAO,1,CRU(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cru,False
6300701,MILHO EM GRAO,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,38.0,1.0,Ervilha enlatada - colher de arroz cheia,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,17.0,1.0,Milho verde enlatado - colher de sobremesa cheia,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,24.0,1.0,Milho verde enlatado - colher de sopa cheia,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),28,ESCUMADEIRA,16.0,COLHER DE SOPA,38.0,1.0,Ervilha enlatada - colher de arroz cheia,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),31,ESPIGA,16.0,COLHER DE SOPA,100.0,1.0,Milho verde - espiga grande,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,cozido,False
6300701,MILHO EM GRAO,2,CROZIDO(A),81,PEDACO,16.0,COLHER DE SOPA,50.0,1.0,Milho verde - 1/2 espiga grande,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),87,PORCAO,16.0,COLHER DE SOPA,100.0,2.0,Milho verde em espiga - porção Guia Alimentar,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,cozido,False
6300701,MILHO EM GRAO,2,CROZIDO(A),103,UNIDADE,16.0,COLHER DE SOPA,100.0,1.0,Milho verde - espiga grande,cozido,True
6300701,MILHO EM GRAO,2,CROZIDO(A),104,UNIDADE PEQUENA,16.0,COLHER DE SOPA,50.0,1.0,Milho verde - 50% espiga grande,cozido,True
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,31,ESPIGA,31.0,ESPIGA,100.0,1.0,Milho verde - espiga grande,grelhado,True
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,68,GRAMA,31.0,ESPIGA,1.0,15.0,Grama,grelhado,False
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,94,QUILO,31.0,ESPIGA,1000.0,15.0,Quilo,grelhado,False
6300701,MILHO EM GRAO,4,ASSADO(A),31,ESPIGA,31.0,ESPIGA,100.0,1.0,Milho verde - espiga grande,assado,True
6300701,MILHO EM GRAO,4,ASSADO(A),68,GRAMA,31.0,ESPIGA,1.0,15.0,Grama,assado,False
6300701,MILHO EM GRAO,4,ASSADO(A),81,PEDACO,31.0,ESPIGA,50.0,1.0,Milho verde - 1/2 espiga grande,assado,True
6300701,MILHO EM GRAO,4,ASSADO(A),94,QUILO,31.0,ESPIGA,1000.0,15.0,Quilo,assado,False
6300701,MILHO EM GRAO,4,ASSADO(A),103,UNIDADE,31.0,ESPIGA,100.0,1.0,Milho verde - espiga grande,assado,True
6300701,MILHO EM GRAO,7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,38.0,1.0,Ervilha enlatada - colher de arroz cheia,refogado,True
6300701,MILHO EM GRAO,7,REFOGADO(A),16,COLHER DE SOPA,16.0,COLHER DE SOPA,24.0,1.0,Milho verde enlatado - colher de sopa cheia,refogado,True
6300701,MILHO EM GRAO,7,REFOGADO(A),17,CONCHA,16.0,COLHER DE SOPA,76.0,1.0,Ervilha enlatada - 2 colheres de arroz cheia,refogado,True
6300701,MILHO EM GRAO,7,REFOGADO(A),68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,refogado,False
6300701,MILHO EM GRAO,7,REFOGADO(A),87,PORCAO,16.0,COLHER DE SOPA,100.0,2.0,Milho verde em espiga - porção Guia Alimentar,refogado,True
6300701,MILHO EM GRAO,7,REFOGADO(A),94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,refogado,False
6300701,MILHO EM GRAO,13,ENSOPADO,16,COLHER DE SOPA,16.0,COLHER DE SOPA,24.0,1.0,Milho verde enlatado - colher de sopa cheia,ensopado,True
6300701,MILHO EM GRAO,13,ENSOPADO,17,CONCHA,16.0,COLHER DE SOPA,76.0,1.0,Ervilha enlatada - 2 colheres de arroz cheia,ensopado,True
6300701,MILHO EM GRAO,13,ENSOPADO,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,ensopado,False
6300701,MILHO EM GRAO,13,ENSOPADO,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,ensopado,False
6300701,MILHO EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,16.0,COLHER DE SOPA,24.0,1.0,Milho verde enlatado - colher de sopa cheia,,True
6300701,MILHO EM GRAO,99,NAO SE APLICA,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,,False
6300701,MILHO EM GRAO,99,NAO SE APLICA,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,,False
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),68,GRAMA,87.0,PORCAO,1.0,15.0,Grama,cru,False
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),87,PORCAO,87.0,PORCAO,105.0,2.0,Angu - porção Guia Alimentar,cru,True
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),94,QUILO,87.0,PORCAO,1000.0,15.0,Quilo,cru,False
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,17.0,CONCHA,60.0,1.0,Angu - colher de arroz cheia,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),15,COLHER DE SOBREMESA,17.0,CONCHA,17.5,1.0,Angu - colher de sopa cheia,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),16,COLHER DE SOPA,17.0,CONCHA,35.0,1.0,Angu - colher de sopa cheia,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),17,CONCHA,17.0,CONCHA,150.0,1.0,Angu - concha média cheia,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,cozido,False
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),81,PEDACO,17.0,CONCHA,150.0,1.0,Angu - pedaço médio,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),87,PORCAO,17.0,CONCHA,105.0,2.0,Angu - porção Guia Alimentar,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),92,PRATO FUNDO,17.0,CONCHA,500.0,1.0,Angu - prato fundo,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),93,PRATO RASO,17.0,CONCHA,300.0,1.0,Angu - prato raso,cozido,True
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,cozido,False
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,17.0,CONCHA,60.0,1.0,Angu - colher de arroz cheia,ensopado,True
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,16,COLHER DE SOPA,17.0,CONCHA,35.0,1.0,Angu - colher de sopa cheia,ensopado,True
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,17,CONCHA,17.0,CONCHA,150.0,1.0,Angu - concha média cheia,ensopado,True
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,ensopado,False
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,92,PRATO FUNDO,17.0,CONCHA,500.0,1.0,Angu - prato fundo,ensopado,True
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,93,PRATO RASO,17.0,CONCHA,300.0,1.0,Angu - prato raso,ensopado,True
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,ensopado,False
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,16,COLHER DE SOPA,16.0,COLHER DE SOPA,35.0,1.0,Angu - colher de sopa cheia,mingau,True
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,mingau,False
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,mingau,False
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,68,GRAMA,92.0,PRATO FUNDO,1.0,15.0,Grama,sopa,False
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,92,PRATO FUNDO,92.0,PRATO FUNDO,500.0,1.0,Angu - prato fundo,sopa,True
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,94,QUILO,92.0,PRATO FUNDO,1000.0,15.0,Quilo,sopa,False
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,17,CONCHA,17.0,CONCHA,150.0,1.0,Angu - concha média cheia,,True
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,,False
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,,False
6300707,XEREM DE MILHO,99,NAO SE APLICA,16,COLHER DE SOPA,92.0,PRATO FUNDO,25.0,1.0,Canjica - colher de sopa cheia,,True
6300707,XEREM DE MILHO,99,NAO SE APLICA,17,CONCHA,92.0,PRATO FUNDO,120.0,1.0,Canjica - concha média cheia,,True
6300707,XEREM DE MILHO,99,NAO SE APLICA,68,GRAMA,92.0,PRATO FUNDO,1.0,15.0,Grama,,False
6300707,XEREM DE MILHO,99,NAO SE APLICA,91,PRATO DE SOBREMESA,92.0,PRATO FUNDO,150.0,1.0,Canjica - 1/2 prato raso cheio,,True
6300707,XEREM DE MILHO,99,NAO SE APLICA,92,PRATO FUNDO,92.0,PRATO FUNDO,460.0,1.0,Canjica - prato fundo,,True
6300707,XEREM DE MILHO,99,NAO SE APLICA,93,PRATO RASO,92.0,PRATO FUNDO,300.0,1.0,Canjica - prato raso cheio,,True
6300707,XEREM DE MILHO,99,NAO SE APLICA,94,QUILO,92.0,PRATO FUNDO,1000.0,15.0,Quilo,,False
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,2,BAGO,80.0,PACOTE,0.8,1.0,Amendoim torrado com sal - unidade,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,16,COLHER DE SOPA,80.0,PACOTE,17.0,1.0,Amendoim torrado com sal - colher de sopa,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,68,GRAMA,80.0,PACOTE,1.0,15.0,Grama,,False
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,80,PACOTE,80.0,PACOTE,50.0,1.0,Amendoim torrado com sal - pacote pequeno,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,87,PORCAO,80.0,PACOTE,9.0,3.0,Amendoim torrado - porção Guia Alimentar,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,88,PUNHADO,80.0,PACOTE,30.0,1.0,Amendoim torrado com sal - punhado,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,94,QUILO,80.0,PACOTE,1000.0,15.0,Quilo,,False
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,98,SACO,80.0,PACOTE,50.0,1.0,Amendoim torrado com sal - pacote pequeno,,True
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,103,UNIDADE,80.0,PACOTE,0.8,1.0,Amendoim torrado com sal - unidade,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,38.0,1.0,Ervilha enlatada - colher de arroz cheia,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,13.0,1.0,Ervilha enlatada - colher de sobremesa cheia,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,16.0,COLHER DE SOPA,27.0,1.0,Ervilha enlatada - colher de sopa cheia,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,17,CONCHA,16.0,COLHER DE SOPA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,,False
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,87,PORCAO,16.0,COLHER DE SOPA,72.5,2.0,Ervilha seca cozida - porção Guia Alimentar,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,92,PRATO FUNDO,16.0,COLHER DE SOPA,114.0,1.0,Ervilha enlatada - 3 colheres de arroz cheias,,True
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,,False
6301201,FAVA EM GRAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,17.0,CONCHA,17.0,1.0,Feijão branco cozido - colher de sopa cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,17,CONCHA,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,28,ESCUMADEIRA,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,,False
6301201,FAVA EM GRAO,99,NAO SE APLICA,91,PRATO DE SOBREMESA,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,92,PRATO FUNDO,17.0,CONCHA,280.0,1.0,Feijão branco cozido - 2 conchas média cheias,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,93,PRATO RASO,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301201,FAVA EM GRAO,99,NAO SE APLICA,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,,False
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,14,COLHER DE CHA,17.0,CONCHA,4.3,1.0,Feijão branco cozido - 1/4 colher de sopa cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,16,COLHER DE SOPA,17.0,CONCHA,17.0,1.0,Feijão branco cozido - colher de sopa cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,17,CONCHA,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,28,ESCUMADEIRA,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,,False
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,87,PORCAO,17.0,CONCHA,50.0,2.0,Feijão cozido (somente grãos) - porção Guia Alimentar,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,92,PRATO FUNDO,17.0,CONCHA,280.0,1.0,Feijão branco cozido - 2 conchas média cheias,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,93,PRATO RASO,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,,False
6301634,FEIJAO VERDE,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,16,COLHER DE SOPA,17.0,CONCHA,17.0,1.0,Feijão branco cozido - colher de sopa cheia,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,17,CONCHA,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,28,ESCUMADEIRA,17.0,CONCHA,35.0,1.0,Feijão branco cozido - colher de arroz cheia,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,,False
6301634,FEIJAO VERDE,99,NAO SE APLICA,87,PORCAO,17.0,CONCHA,50.0,2.0,Feijão cozido (somente grãos) - porção Guia Alimentar,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,93,PRATO RASO,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6301634,FEIJAO VERDE,99,NAO SE APLICA,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,,False
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,13,COLHER DE CAFE,16.0,COLHER DE SOPA,0.4,14.0,Semente de linhaça - 1/4 colher de sobremesa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,14,COLHER DE CHA,16.0,COLHER DE SOPA,1.5,14.0,Semente de linhaça - 1/2 colher de sobremesa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16.0,COLHER DE SOPA,3.0,14.0,Semente de linhaça - colher de sobremesa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,16,COLHER DE SOPA,16.0,COLHER DE SOPA,13.0,14.0,Semente de linhaça - colher de sopa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,68,GRAMA,16.0,COLHER DE SOPA,1.0,15.0,Grama,,False
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,87,PORCAO,16.0,COLHER DE SOPA,26.0,14.0,Semente de linhaça - 2 colheres de sopa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,93,PRATO RASO,16.0,COLHER DE SOPA,26.0,14.0,Semente de linhaça - 2 colheres de sopa,,True
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,94,QUILO,16.0,COLHER DE SOPA,1000.0,15.0,Quilo,,False
6302602,ANDU,99,NAO SE APLICA,16,COLHER DE SOPA,17.0,CONCHA,17.0,1.0,Feijão branco cozido - colher de sopa cheia,,True
6302602,ANDU,99,NAO SE APLICA,17,CONCHA,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6302602,ANDU,99,NAO SE APLICA,68,GRAMA,17.0,CONCHA,1.0,15.0,Grama,,False
6302602,ANDU,99,NAO SE APLICA,93,PRATO RASO,17.0,CONCHA,140.0,1.0,Feijão branco cozido - concha média cheia,,True
6302602,ANDU,99,NAO SE APLICA,94,QUILO,17.0,CONCHA,1000.0,15.0,Quilo,,False
6302801,GRAO DE BICO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,16.0,COLHER DE SOPA,45.0,1.0,Grão de bico - colher de arroz cheia,,True
6302801,GRAO DE BICO,99,NAO SE APLICA,16,COLHER DE SOPA,16.0,COLHER DE SOPA,22.0,1.0,Grão de bico - colher de sopa cheia,,True
